1.572,0.016,2.683
1.572,0.016,2.683
1.597,0.032,2.726
1.597,0.032,2.726
1.597,0.048,2.726
1.572,0.047,2.683
1.596,0.064,2.726
1.561,0.062,2.666
1.595,0.080,2.726
1.595,0.096,2.726
1.595,0.096,2.726
1.594,0.112,2.726
1.558,0.109,2.666
1.592,0.128,2.726
1.592,0.128,2.726
1.556,0.140,2.666
1.566,0.141,2.683
1.564,0.157,2.683
1.588,0.175,2.726
1.553,0.171,2.666
1.561,0.188,2.683
1.551,0.187,2.666
1.549,0.203,2.666
1.549,0.203,2.666
1.547,0.218,2.666
1.557,0.219,2.683
1.545,0.233,2.666
1.577,0.255,2.726
1.577,0.255,2.726
1.574,0.270,2.726
1.574,0.270,2.726
1.572,0.286,2.726
1.572,0.286,2.726
1.569,0.302,2.726
1.569,0.302,2.726
1.566,0.317,2.726
1.548,0.330,2.701
1.528,0.326,2.666
1.559,0.349,2.726
1.524,0.341,2.666
1.521,0.356,2.666
1.531,0.358,2.683
1.517,0.371,2.666
1.537,0.376,2.701
1.548,0.395,2.726
1.519,0.404,2.683
1.544,0.411,2.726
1.540,0.426,2.726
1.515,0.419,2.683
1.511,0.434,2.683
1.535,0.441,2.726
1.531,0.457,2.726
1.531,0.457,2.726
1.526,0.472,2.726
1.521,0.487,2.726
1.497,0.480,2.683
1.516,0.503,2.726
1.492,0.495,2.683
1.511,0.518,2.726
1.511,0.518,2.726
1.506,0.533,2.726
1.506,0.533,2.726
1.501,0.548,2.726
1.495,0.563,2.726
1.471,0.554,2.683
1.489,0.578,2.726
1.456,0.565,2.666
1.484,0.593,2.726
1.484,0.593,2.726
1.454,0.598,2.683
1.445,0.594,2.666
1.448,0.612,2.683
1.442,0.627,2.683
1.465,0.637,2.726
1.459,0.651,2.726
1.459,0.651,2.726
1.452,0.666,2.726
1.452,0.666,2.726
1.413,0.665,2.666
1.445,0.680,2.726
1.438,0.695,2.726
1.431,0.709,2.726
1.400,0.693,2.666
1.424,0.723,2.726
1.402,0.712,2.683
1.417,0.738,2.726
1.386,0.721,2.666
1.410,0.752,2.726
1.387,0.740,2.683
1.402,0.766,2.726
1.394,0.780,2.726
1.372,0.768,2.683
1.364,0.781,2.683
1.386,0.794,2.726
1.365,0.800,2.701
1.378,0.808,2.726
1.370,0.821,2.726
1.348,0.808,2.683
1.362,0.835,2.726
1.353,0.849,2.726
1.353,0.849,2.726
1.345,0.862,2.726
1.345,0.862,2.726
1.315,0.862,2.683
1.336,0.875,2.726
1.327,0.889,2.726
1.327,0.889,2.726
1.318,0.902,2.726
1.309,0.915,2.726
1.309,0.915,2.726
1.300,0.928,2.726
1.300,0.928,2.726
1.279,0.932,2.701
1.279,0.932,2.701
1.281,0.954,2.726
1.281,0.954,2.726
1.272,0.967,2.726
1.242,0.964,2.683
1.262,0.979,2.726
1.252,0.992,2.726
1.252,0.992,2.726
1.242,1.004,2.726
1.242,1.004,2.726
1.232,1.017,2.726
1.213,1.001,2.683
1.195,1.006,2.666
1.192,1.025,2.683
1.185,1.018,2.666
1.174,1.030,2.666
1.201,1.053,2.726
1.235,1.083,2.804
1.231,1.058,2.770
1.238,1.064,2.787
1.241,1.045,2.770
1.252,1.033,2.770
1.259,1.039,2.787
1.262,1.020,2.770
1.242,1.004,2.726
1.252,0.992,2.726
1.280,1.014,2.787
1.282,0.995,2.770
1.262,0.979,2.726
1.272,0.967,2.726
1.310,0.975,2.787
1.302,0.969,2.770
1.291,0.941,2.726
1.262,0.920,2.666
1.329,0.949,2.787
1.321,0.943,2.770
1.280,0.895,2.666
1.330,0.930,2.770
1.318,0.902,2.726
1.306,0.875,2.683
1.327,0.889,2.726
1.357,0.889,2.770
1.336,0.875,2.726
1.366,0.876,2.770
1.366,0.876,2.770
1.353,0.849,2.726
1.353,0.849,2.726
1.383,0.848,2.770
1.362,0.816,2.709
1.392,0.834,2.770
1.400,0.820,2.770
1.378,0.808,2.726
1.408,0.806,2.770
1.386,0.794,2.726
1.363,0.763,2.666
1.425,0.797,2.787
1.402,0.766,2.726
1.378,0.735,2.666
1.387,0.740,2.683
1.448,0.754,2.787
1.426,0.742,2.744
1.402,0.712,2.683
1.393,0.707,2.666
1.463,0.725,2.787
1.454,0.720,2.770
1.407,0.679,2.666
1.468,0.691,2.770
1.454,0.685,2.744
1.452,0.666,2.726
1.461,0.670,2.744
1.459,0.651,2.726
1.436,0.641,2.683
1.474,0.641,2.744
1.474,0.641,2.744
1.471,0.622,2.726
1.487,0.611,2.744
1.487,0.611,2.744
1.484,0.593,2.726
1.484,0.593,2.726
1.508,0.585,2.761
1.489,0.578,2.726
1.505,0.566,2.744
1.471,0.554,2.683
1.477,0.539,2.683
1.516,0.536,2.744
1.516,0.536,2.744
1.487,0.509,2.683
1.487,0.509,2.683
1.526,0.506,2.744
1.516,0.503,2.726
1.521,0.487,2.726
1.521,0.487,2.726
1.536,0.475,2.744
1.531,0.457,2.726
1.507,0.450,2.683
1.535,0.441,2.726
1.545,0.444,2.744
1.506,0.417,2.666
1.564,0.433,2.770
1.554,0.413,2.744
1.519,0.404,2.683
1.558,0.398,2.744
1.562,0.382,2.744
1.527,0.374,2.683
1.565,0.366,2.744
1.565,0.366,2.744
1.559,0.349,2.726
1.569,0.351,2.744
1.562,0.333,2.726
1.562,0.333,2.726
1.566,0.317,2.726
1.544,0.297,2.683
1.519,0.292,2.640
1.582,0.288,2.744
1.582,0.288,2.744
1.540,0.264,2.666
1.525,0.262,2.640
1.577,0.255,2.726
1.587,0.256,2.744
1.555,0.235,2.683
1.547,0.218,2.666
1.582,0.223,2.726
1.594,0.208,2.744
1.559,0.204,2.683
1.596,0.192,2.744
1.596,0.192,2.744
1.588,0.175,2.726
1.588,0.175,2.726
1.600,0.160,2.744
1.556,0.140,2.666
1.616,0.146,2.770
1.592,0.128,2.726
1.567,0.126,2.683
1.594,0.112,2.726
1.604,0.112,2.744
1.559,0.094,2.666
1.595,0.096,2.726
1.606,0.080,2.744
1.571,0.063,2.683
1.606,0.064,2.744
1.561,0.047,2.666
1.572,0.047,2.683
1.607,0.032,2.744
1.597,0.032,2.726
1.572,0.016,2.683
1.572,0.016,2.683
1.625,0.016,2.710
1.599,0.016,2.667
1.599,0.032,2.667
1.588,0.032,2.650
1.588,0.048,2.650
1.598,0.048,2.667
1.587,0.064,2.650
1.598,0.064,2.667
1.597,0.080,2.667
1.596,0.096,2.667
1.586,0.095,2.650
1.595,0.112,2.667
1.595,0.112,2.667
1.594,0.128,2.667
1.584,0.127,2.650
1.552,0.140,2.599
1.592,0.144,2.667
1.591,0.160,2.667
1.589,0.176,2.667
1.589,0.176,2.667
1.577,0.190,2.650
1.587,0.191,2.667
1.585,0.207,2.667
1.560,0.204,2.625
1.573,0.222,2.650
1.573,0.222,2.650
1.581,0.239,2.667
1.568,0.253,2.650
1.579,0.255,2.667
1.566,0.269,2.650
1.576,0.271,2.667
1.573,0.286,2.667
1.583,0.288,2.685
1.560,0.300,2.650
1.570,0.302,2.667
1.567,0.318,2.667
1.589,0.339,2.710
1.554,0.331,2.650
1.560,0.349,2.667
1.550,0.347,2.650
1.557,0.365,2.667
1.557,0.365,2.667
1.543,0.378,2.650
1.543,0.378,2.650
1.549,0.396,2.667
1.545,0.411,2.667
1.535,0.408,2.650
1.566,0.433,2.710
1.531,0.424,2.650
1.527,0.439,2.650
1.537,0.442,2.667
1.522,0.454,2.650
1.532,0.457,2.667
1.528,0.473,2.667
1.523,0.488,2.667
1.523,0.488,2.667
1.508,0.500,2.650
1.518,0.503,2.667
1.513,0.518,2.667
1.513,0.518,2.667
1.498,0.530,2.650
1.507,0.533,2.667
1.502,0.548,2.667
1.506,0.567,2.685
1.496,0.563,2.667
1.491,0.578,2.667
1.491,0.578,2.667
1.485,0.593,2.667
1.475,0.589,2.650
1.479,0.608,2.667
1.469,0.604,2.650
1.473,0.623,2.667
1.466,0.637,2.667
1.466,0.637,2.667
1.460,0.652,2.667
1.451,0.648,2.650
1.453,0.667,2.667
1.444,0.662,2.650
1.437,0.677,2.650
1.447,0.681,2.667
1.431,0.691,2.650
1.424,0.705,2.650
1.433,0.710,2.667
1.426,0.724,2.667
1.426,0.724,2.667
1.409,0.734,2.650
1.418,0.738,2.667
1.411,0.753,2.667
1.411,0.753,2.667
1.403,0.767,2.667
1.395,0.781,2.667
1.395,0.781,2.667
1.388,0.794,2.667
1.379,0.789,2.650
1.402,0.821,2.710
1.380,0.808,2.667
1.363,0.817,2.650
1.393,0.835,2.710
1.363,0.836,2.667
1.346,0.844,2.650
1.377,0.863,2.710
1.346,0.863,2.667
1.368,0.877,2.710
1.359,0.890,2.710
1.337,0.876,2.667
1.320,0.884,2.650
1.329,0.890,2.667
1.320,0.903,2.667
1.311,0.916,2.667
1.302,0.910,2.650
1.293,0.923,2.650
1.301,0.929,2.667
1.284,0.936,2.650
1.292,0.942,2.667
1.274,0.949,2.650
1.283,0.955,2.667
1.273,0.968,2.667
1.255,0.974,2.650
1.263,0.980,2.667
1.253,0.993,2.667
1.253,0.993,2.667
1.243,1.005,2.667
1.235,0.999,2.650
1.233,1.018,2.667
1.233,1.018,2.667
1.243,1.047,2.710
1.205,1.036,2.650
1.213,1.042,2.667
1.202,1.054,2.667
1.202,1.054,2.667
1.194,1.048,2.650
1.232,1.059,2.710
1.240,1.066,2.728
1.215,1.023,2.650
1.261,1.041,2.728
1.253,1.034,2.710
1.235,0.999,2.650
1.271,1.028,2.728
1.282,1.015,2.728
1.253,0.993,2.667
1.255,0.974,2.650
1.255,0.974,2.650
1.302,0.989,2.728
1.283,0.955,2.667
1.283,0.955,2.667
1.284,0.936,2.650
1.313,0.957,2.710
1.301,0.929,2.667
1.293,0.923,2.650
1.311,0.916,2.667
1.340,0.937,2.728
1.349,0.923,2.728
1.359,0.910,2.728
1.320,0.884,2.650
1.368,0.896,2.728
1.368,0.896,2.728
1.338,0.857,2.650
1.389,0.891,2.753
1.385,0.868,2.728
1.377,0.863,2.710
1.385,0.849,2.710
1.402,0.841,2.728
1.363,0.817,2.650
1.411,0.827,2.728
1.411,0.827,2.728
1.388,0.794,2.667
1.410,0.807,2.710
1.418,0.793,2.710
1.395,0.781,2.667
1.403,0.767,2.667
1.411,0.753,2.667
1.433,0.765,2.710
1.418,0.738,2.667
1.409,0.734,2.650
1.426,0.724,2.667
1.449,0.736,2.710
1.433,0.710,2.667
1.433,0.710,2.667
1.440,0.695,2.667
1.479,0.696,2.728
1.470,0.692,2.710
